Starting Q-learning controller with interval=5s
State=(0, 0, 0, 'balanced'); profile=balanced; reward=0.00; Q=0.000; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=103.654; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=108.381; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=113.013; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=117.553; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=122.002; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=126.362; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=130.635; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=134.822; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=138.926; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=142.947; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=146.888; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=150.750; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=154.535; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=158.245; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=161.880; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=165.442; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=168.933; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=172.355; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=175.708; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=178.993; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=182.214; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=185.369; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=188.462; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=191.493; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=194.463; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=197.374; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=200.226; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=203.022; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=205.761; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=208.446; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=211.077; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=213.655; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=216.182; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=218.659; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=221.085; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=223.464; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=225.795; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=228.079; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=230.317; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=34.00; Q=232.511; epsilon=0.200
State=(1, 1, 4, 'protected'); profile=protected; reward=0.00; Q=186.009; epsilon=0.200
State=(0, 0, 0, 'protected'); profile=balanced; reward=0.00; Q=1.224; epsilon=0.200
State=(0, 0, 0, 'balanced'); profile=balanced; reward=0.00; Q=6.664; epsilon=0.200
State=(0, 0, 0, 'balanced'); profile=balanced; reward=0.00; Q=6.531; epsilon=0.200
State=(0, 0, 0, 'balanced'); profile=balanced; reward=0.00; Q=6.400; epsilon=0.200
State=(0, 0, 0, 'balanced'); profile=balanced; reward=0.00; Q=6.272; epsilon=0.200

Qlearning controller stopped.
