Starting Q-learning controller with interval=5s
State=(0, 0, 0, 'balanced'); profile=balanced; reward=0.00; Q=0.000; epsilon=0.200
State=(0, 0, 4, 'balanced'); profile=balanced; reward=30.00; Q=59.781; epsilon=0.200
State=(0, 0, 4, 'balanced'); profile=balanced; reward=30.00; Q=64.585; epsilon=0.200
State=(0, 0, 4, 'balanced'); profile=balanced; reward=30.00; Q=69.293; epsilon=0.200
State=(0, 0, 4, 'balanced'); profile=balanced; reward=30.00; Q=73.907; epsilon=0.200
State=(0, 0, 4, 'balanced'); profile=balanced; reward=30.00; Q=78.429; epsilon=0.200
State=(0, 0, 4, 'balanced'); profile=balanced; reward=30.00; Q=82.861; epsilon=0.200
State=(0, 0, 4, 'balanced'); profile=balanced; reward=30.00; Q=87.203; epsilon=0.200
State=(0, 0, 4, 'balanced'); profile=balanced; reward=30.00; Q=91.459; epsilon=0.200
State=(0, 0, 4, 'balanced'); profile=balanced; reward=30.00; Q=95.630; epsilon=0.200
State=(0, 0, 4, 'balanced'); profile=balanced; reward=30.00; Q=99.718; epsilon=0.200
State=(0, 0, 4, 'balanced'); profile=balanced; reward=30.00; Q=103.723; epsilon=0.200
State=(0, 0, 4, 'balanced'); profile=balanced; reward=30.00; Q=107.649; epsilon=0.200
State=(0, 0, 4, 'balanced'); profile=balanced; reward=30.00; Q=111.496; epsilon=0.200
State=(0, 0, 4, 'balanced'); profile=protected; reward=29.50; Q=14.812; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=maximum_protection; reward=29.00; Q=5.800; epsilon=0.200
State=(0, 0, 4, 'maximum_protection'); profile=maximum_protection; reward=29.50; Q=5.900; epsilon=0.200
State=(0, 0, 4, 'maximum_protection'); profile=maximum_protection; reward=29.50; Q=11.682; epsilon=0.200
State=(0, 0, 4, 'maximum_protection'); profile=maximum_protection; reward=29.50; Q=17.348; epsilon=0.200
State=(0, 0, 4, 'maximum_protection'); profile=maximum_protection; reward=29.50; Q=22.901; epsilon=0.200
State=(0, 0, 4, 'maximum_protection'); profile=maximum_protection; reward=29.50; Q=28.343; epsilon=0.200
State=(0, 0, 4, 'maximum_protection'); profile=maximum_protection; reward=29.50; Q=33.676; epsilon=0.200
State=(0, 0, 4, 'maximum_protection'); profile=protected; reward=29.50; Q=10.092; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=protected; reward=30.00; Q=28.824; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=protected; reward=30.00; Q=34.247; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=protected; reward=30.00; Q=39.562; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=protected; reward=30.00; Q=44.771; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=protected; reward=30.00; Q=49.876; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=protected; reward=30.00; Q=54.878; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=protected; reward=30.00; Q=59.781; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=protected; reward=30.00; Q=64.585; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=protected; reward=30.00; Q=69.293; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=protected; reward=30.00; Q=73.907; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=protected; reward=30.00; Q=78.429; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=protected; reward=30.00; Q=82.861; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=protected; reward=30.00; Q=87.203; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=protected; reward=30.00; Q=91.459; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=protected; reward=30.00; Q=95.630; epsilon=0.200
State=(0, 0, 4, 'protected'); profile=maximum_protection; reward=29.00; Q=16.502; epsilon=0.200
State=(0, 0, 4, 'maximum_protection'); profile=maximum_protection; reward=29.50; Q=38.903; epsilon=0.200
State=(0, 0, 4, 'maximum_protection'); profile=maximum_protection; reward=29.50; Q=44.025; epsilon=0.200
State=(0, 0, 4, 'maximum_protection'); profile=maximum_protection; reward=29.50; Q=49.044; epsilon=0.200
State=(0, 0, 4, 'maximum_protection'); profile=maximum_protection; reward=29.50; Q=53.964; epsilon=0.200
State=(0, 0, 4, 'maximum_protection'); profile=balanced; reward=0.00; Q=1.044; epsilon=0.200
State=(0, 0, 0, 'balanced'); profile=balanced; reward=0.00; Q=5.684; epsilon=0.200
State=(0, 0, 0, 'balanced'); profile=balanced; reward=0.00; Q=5.570; epsilon=0.200
State=(0, 0, 0, 'balanced'); profile=balanced; reward=0.00; Q=5.459; epsilon=0.200
State=(0, 0, 0, 'balanced'); profile=balanced; reward=0.00; Q=5.350; epsilon=0.200
State=(0, 0, 0, 'balanced'); profile=balanced; reward=0.00; Q=5.243; epsilon=0.200
State=(0, 0, 0, 'balanced'); profile=balanced; reward=0.00; Q=5.138; epsilon=0.200
State=(0, 0, 0, 'balanced'); profile=balanced; reward=0.00; Q=5.035; epsilon=0.200
State=(0, 0, 0, 'balanced'); profile=balanced; reward=0.00; Q=4.934; epsilon=0.200
State=(0, 0, 0, 'balanced'); profile=balanced; reward=0.00; Q=4.836; epsilon=0.200
State=(0, 0, 0, 'balanced'); profile=balanced; reward=0.00; Q=4.739; epsilon=0.200

Qlearning controller stopped.
